machine_id,published,lifecycle_status,market,image_filename,image_alt_text,source_url,source_title,last_reviewed_date,notes,machine,manufacturer,country_of_manufacture,model_year,rated_hp,max_hp,max_hp_with_ipm,max_torque_nm,transmission,transmission_filter_tags,transmission_class,top_speed_filter,cylinders_filter,top_speed_kmh,wheelbase_mm,unladen_weight_kg,max_permissible_weight_40_kmh_kg,max_permissible_weight_50_kmh_kg,max_permissible_weight_60_kmh_kg,rated_hydraulic_flow_lpm,max_hydraulic_flow_lpm,max_scvs,rear_hitch_capacity_kg,front_hitch_capacity_kg,engine_capacity_l,number_of_cylinders,engine_manufacturer,cab_suspension,fuel_capacity_l,engine_stage_tier,adblue_tank_l,rear_pto_option,rear_pto_filter_tags
claas-xerion-12-540-trac-2025-au,TRUE,,AU,,,,,,,CLAAS XERION 12.540 TRAC,CLAAS,Germany,2025,537,544,,2700,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3600,19000,,,,220 / 445 / 537,537,8 rear,10000,,15.6,6,Mercedes-Benz,4-point cab suspension,1500,Stage 3,,1000,1000
claas-xerion-12-590-terra-trac-2025-au,TRUE,,AU,,,,,,,CLAAS XERION 12.590 TERRA TRAC,CLAAS,Germany,2025,578,585,,2850,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,3600,25400,,,,220 / 445 / 537,537,8 rear,10000,,15.6,6,Mercedes-Benz,4-point cab suspension,1500,Stage 3,,1000,1000
claas-xerion-12-590-trac-2025-au,TRUE,,AU,,,,,,,CLAAS XERION 12.590 TRAC,CLAAS,Germany,2025,578,585,,2850,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3600,19000,,,,220 / 445 / 537,537,8 rear,10000,,15.6,6,Mercedes-Benz,4-point cab suspension,1500,Stage 3,,1000,1000
claas-xerion-12-650-terra-trac-2025-au,TRUE,,AU,,,,,,,CLAAS XERION 12.650 TERRA TRAC,CLAAS,Germany,2025,612,653,,3100,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,3600,25400,,,,220 / 445 / 537,537,8 rear,10000,,15.6,6,Mercedes-Benz,4-point cab suspension,1500,Stage 3,,1000,1000
claas-xerion-12-650-trac-2025-au,TRUE,,AU,,,,,,,CLAAS XERION 12.650 TRAC,CLAAS,Germany,2025,612,653,,3100,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3600,19000,,,,220 / 445 / 537,537,8 rear,10000,,15.6,6,Mercedes-Benz,4-point cab suspension,1500,Stage 3,,1000,1000
kubota-m5091-2019-au,TRUE,,AU,,,,,,,Kubota M5091,Kubota,Japan,2019,93,93,,,"18F/18R, optional 36F/36R",Mechanical / Shuttle,Mechanical / Shuttle,39,4,39,2250,3270,,,,64,64,up to 3,3200,,3.8,4,Kubota,,105,,,540 / 540E (option: 540 / 1000),540E|540|1000
kubota-m5091n-2019-au,TRUE,,AU,,,,,,,Kubota M5091N,Kubota,Japan,2019,93,93,,,36F/36R electro-hydraulic shuttle,Mechanical / Shuttle,Mechanical / Shuttle,35,4,35,2130,2600,,,,68,68,up to 5,1500,,3.8,4,Kubota,,76,,,540 / 540E (option: 540 / 540E / 1000),540E|540|1000
kubota-m5101n-2019-au,TRUE,,AU,,,,,,,Kubota M5101N,Kubota,Japan,2019,105,105,,,36F/36R electro-hydraulic shuttle,Mechanical / Shuttle,Mechanical / Shuttle,35,4,35,2130,2600,,,,68,68,up to 5,1500,,3.8,4,Kubota,,76,,,540 / 540E (option: 540 / 540E / 1000),540E|540|1000
kubota-m5111-2019-au,TRUE,,AU,,,,,,,Kubota M5111,Kubota,Japan,2019,110,110,,,"18F/18R, optional 36F/36R",Mechanical / Shuttle,Mechanical / Shuttle,39,4,39,2250,3270,,,,64,64,up to 3,3200,,3.8,4,Kubota,,105,,,540 / 540E (option: 540 / 1000),540E|540|1000
kubota-m9540-2018-au,TRUE,,AU,,,,,,,Kubota M9540,Kubota,Japan,2018,95,95,,,F18/R18,Mechanical / Shuttle,Mechanical / Shuttle,35,4,35,2250,2800,,,,64,64,up to 3,3200,,3.8,4,Kubota,,110,Tier II,,540 / 540E (1000 optional),540E|540|1000
kubota-m9540-dhc-ds-2018-au,TRUE,,AU,,,,,,,Kubota M9540 DHC-DS,Kubota,Japan,2018,95,95,,,F36/R36,Mechanical / Shuttle,Mechanical / Shuttle,39,4,39,2250,3305,,,,64,64,up to 3,3200,,3.8,4,Kubota,,110,Tier III,,540 / 540E (1000 optional),540E|540|1000
kubota-m100gx-2019-au,TRUE,,AU,,,,,,,Kubota M100GX,Kubota,Japan,2019,100,100,,,24F/24R (32F/32Roptional),Mechanical / Shuttle,Mechanical / Shuttle,38,4,38,2810,3990,,,,70,70,up to 4,4285,,3.8,4,Kubota,,190,Interim Tier IV,,540 / 1000,540|1000
kubota-m110gx-2019-au,TRUE,,AU,,,,,,,Kubota M110GX,Kubota,Japan,2019,110,110,,,24F/24R (32F/32Roptional),Mechanical / Shuttle,Mechanical / Shuttle,38,4,38,2810,3990,,,,70,70,up to 4,4285,,3.8,4,Kubota,,190,Interim Tier IV,,540 / 1000,540|1000
kubota-m126gx-2019-au,TRUE,,AU,,,,,,,Kubota M126GX,Kubota,Japan,2019,125,125,,,24F/24R (32F/32Roptional),Mechanical / Shuttle,Mechanical / Shuttle,39,4,39,2885,4400,,,,77,77,up to 4,4285,,6.1,4,Kubota,,190,Interim Tier IV,,540 / 1000,540|1000
kubota-m135gx-2019-au,TRUE,,AU,,,,,,,Kubota M135GX,Kubota,Japan,2019,135,135,,,24F/24R (32F/32Roptional),Mechanical / Shuttle,Mechanical / Shuttle,39,4,39,2885,4400,,,,77,77,up to 4,4285,,6.1,4,Kubota,,190,Interim Tier IV,,540 / 1000,540|1000
kubota-m7-132-2021-au,TRUE,,AU,,,,,,,Kubota M7-132,Kubota,France,2021,128,128,148,,Semi-Powershift F30/R15 or KVT (CVT),Semi-powershift|Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2794,6598,,,11500,80 / 110,110,up to 5,5350,,6.1,4,Kubota,Optional Mechanical,330 (Tier 4) / 390 (Tier 2),Tier 2 / Tier 4 Final,38,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
kubota-m7-152-2021-au,TRUE,,AU,,,,,,,Kubota M7-152,Kubota,France,2021,148,148,168,,Semi-Powershift F30/R15 or KVT (CVT),Semi-powershift|Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2794,6848,,,11500,80 / 110,110,up to 5,5350,,6.1,4,Kubota,Optional Mechanical,330 (Tier 4) / 390 (Tier 2),Tier 2 / Tier 4 Final,38,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
kubota-m7-172-2021-au,TRUE,,AU,,,,,,,Kubota M7-172,Kubota,France,2021,168,168,173,,Semi-Powershift F30/R15 or KVT (CVT),Semi-powershift|Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2794,6848,,,11500,80 / 110,110,up to 5,5350,,6.1,4,Kubota,Optional Mechanical,330 (Tier 4) / 390 (Tier 2),Tier 2 / Tier 4 Final,38,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
deutz-fahr-6125c-rv-shift-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 6125C RV Shift,Deutz-Fahr,Italy,2025,136,136,,524,RV Shift Powershift,Semi-powershift|Full powershift,Powershift / Semi-powershift,40,4,40,2510,4900,,,,120,120,"3 Rear, 1 Diverter",,,3.8,4,Deutz-Fahr,,200,Tier 3,,540/540E/1000,540E|540|1000
deutz-fahr-6135c-rv-shift-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 6135C RV Shift,Deutz-Fahr,Italy,2025,143,143,,550,RV Shift Powershift,Semi-powershift|Full powershift,Powershift / Semi-powershift,50,4,50,2510,4900,,,,120,120,3 Rear,,,3.8,4,Deutz-Fahr,,200,Tier 3,,540/540E/1000,540E|540|1000
deutz-fahr-6145g-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 6145G,Deutz-Fahr,Germany,2025,147,147,,599,Powershift (30+15) / RC-Shift (54/27),Mechanical / Shuttle|Semi-powershift|Full powershift,Powershift / Semi-powershift,50,6,50,2767,6267,,,,110 / 120,120,3 Rear,,,6.1,6,Deutz-Fahr,Mechanical Cab Suspension,250,Tier 3,,540/540E/1000/1000E,540E|540|1000E|1000
deutz-fahr-6165g-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 6165G,Deutz-Fahr,Germany,2025,163,163,,659,Powershift (30+15) / RC-Shift (54/27),Mechanical / Shuttle|Semi-powershift|Full powershift,Powershift / Semi-powershift,50,6,50,2767,6267,,,,110 / 120,120,3 Rear,,,6.1,6,Deutz-Fahr,Mechanical Cab Suspension,250,Tier 3,,540/540E/1000/1000E,540E|540|1000E|1000
deutz-fahr-6185g-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 6185G,Deutz-Fahr,Germany,2025,191,191,,770,RC-Shift (54/27),Mechanical / Shuttle|Semi-powershift,Powershift / Semi-powershift,50,6,50,2767,7704,,,,120 / 125,125,4 Rear,,,6.1,6,Deutz-Fahr,Mechanical Cab Suspension,345,Tier 3,,540/540E/1000/1000E,540E|540|1000E|1000
deutz-fahr-6205g-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 6205G,Deutz-Fahr,Germany,2025,203,203,,810,RC-Shift (54/27),Mechanical / Shuttle|Semi-powershift,Powershift / Semi-powershift,50,6,50,2767,7704,,,,125,125,4 Rear,,,6.1,6,Deutz-Fahr,Mechanical Cab Suspension,345,Tier 3,,540/540E/1000/1000E,540E|540|1000E|1000
deutz-fahr-6170-rc-shift-warrior-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 6170 RC-Shift Warrior,Deutz-Fahr,Germany,2025,171,171,,699,RC-Shift (54/27),Mechanical / Shuttle|Semi-powershift,Powershift / Semi-powershift,50,6,50,2767,7080,,,,120,120,4 Rear,,5480,6.1,6,Deutz-Fahr,Mechanical Cab Suspension,350,Tier 3,,540/540E/1000/1000E,540E|540|1000E|1000
deutz-fahr-6190-rc-shift-warrior-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 6190 RC-Shift Warrior,Deutz-Fahr,Germany,2025,192,192,,821,RC-Shift (54/27),Mechanical / Shuttle|Semi-powershift,Powershift / Semi-powershift,50,6,50,2848,7320,,,,120,120,4 Rear,,5480,6.1,6,Deutz-Fahr,Mechanical Cab Suspension,400,Tier 3,,540/540E/1000/1000E,540E|540|1000E|1000
deutz-fahr-6230-rc-shift-warrior-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 6230 RC-Shift Warrior,Deutz-Fahr,Germany,2025,230,230,,891,RC-Shift (54/27),Mechanical / Shuttle|Semi-powershift,Powershift / Semi-powershift,50,6,50,2848,8330,,,,120,120,4 Rear + 1 Front,,5480,6.1,6,Deutz-Fahr,Mechanical Cab Suspension,400,Tier 3,,540/540E/1000/1000E,540E|540|1000E|1000
deutz-fahr-6190-ttv-warrior-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 6190 TTV Warrior,Deutz-Fahr,Germany,2025,192,192,,821,TTV - Infinite,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2769,7200,,,,120,120,4 Rear + 1 Front,,4110,6.1,6,Deutz,Mechanical Cab Suspension,420,Tier 3,,540E/1000/1000E,540E|540|1000E|1000
deutz-fahr-6230-ttv-warrior-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 6230 TTV Warrior,Deutz-Fahr,Germany,2025,230,230,,970,TTV - Infinite,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2848,8000,,,,160,160,4 Rear + 1 Front,,5480,6.1,6,Deutz,Mechanical Cab Suspension,420,Tier 3,,540E/1000/1000E,540E|540|1000E|1000
deutz-fahr-8280-ttv-warrior-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 8280 TTV Warrior,Deutz-Fahr,Germany,2025,287,287,,1226,TTV - Infinite,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,2918,11900,,,,160,160,4 Rear + 1 Front,,5480,6.1,6,Deutz,Mechanical Cab Suspension,505,Tier 3,,540E/1000/1000E,540E|540|1000E|1000
deutz-fahr-9340-ttv-warrior-2025-au,TRUE,,AU,,,,,,,Deutz-Fahr 9340 TTV Warrior,Deutz-Fahr,Germany,2025,336,336,,1372,ZF Terramatic CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3153,14820,,,,210,210,4 Rear + 1 Front,,5000,7.8,6,Deutz,Pneumatic Cab Suspension,600,Tier 3,,540E/1000/1000E,540E|540|1000E|1000
valtra-a75-2025-au,TRUE,,AU,,,,,,,Valtra A75,Valtra,Finland,2025,75,75,,315,Mechanical 12+12R (GL),Mechanical / Shuttle,Mechanical / Shuttle,40,3,40,2250,3700,6200,,,65,65,2–3 Rear,2800,,3.3,3,AGCO Power,Mechanical,147,Stage V,13,540 / 1000,540|1000
valtra-a85-2025-au,TRUE,,AU,,,,,,,Valtra A85,Valtra,Finland,2025,85,85,,350,Mechanical 12+12R (GL),Mechanical / Shuttle,Mechanical / Shuttle,40,3,40,2250,3700,6200,,,65,65,2–3 Rear,2800,,3.3,3,AGCO Power,Mechanical,147,Stage V,13,540 / 1000,540|1000
valtra-a95-2025-au,TRUE,,AU,,,,,,,Valtra A95,Valtra,Finland,2025,95,95,,355,Mechanical 12+12R (GL),Mechanical / Shuttle,Mechanical / Shuttle,40,3,40,2250,3700,6200,,,65,65,2–3 Rear,2800,,3.3,3,AGCO Power,Mechanical,147,Stage V,13,540 / 1000,540|1000
valtra-a105-2025-au,TRUE,,AU,,,,,,,Valtra A105,Valtra,Finland,2025,105,105,,435,HiTech 4 (16+16R),Mechanical / Shuttle|Semi-powershift,Powershift / Semi-powershift,40,4,40,2430,4305,8500,,,98,98,2–3 Rear,4300,2500,4.4,4,AGCO Power,Mechanical,200,Stage V,13,540 / 540E / 1000,540E|540|1000
valtra-a115-2025-au,TRUE,,AU,,,,,,,Valtra A115,Valtra,Finland,2025,115,115,,455,HiTech 4 (16+16R),Mechanical / Shuttle|Semi-powershift,Powershift / Semi-powershift,40,4,40,2430,4305,8500,,,98,98,2–3 Rear,4300,2500,4.4,4,AGCO Power,Mechanical,200,Stage V,13,540 / 540E / 1000,540E|540|1000
valtra-g105-2025-au,TRUE,,AU,,,,,,,Valtra G105,Valtra,Finland,2025,105,105,110,470,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),43,4,43,2550,5140,9500,,,100 / 110,110,4 Rear + 2-4 Front,5100,3000,4.4,4,AGCO Power,Mechanical / Hydraulic option,200,Stage V,21,540 / 540E / 1000,540E|540|1000
valtra-g115-2025-au,TRUE,,AU,,,,,,,Valtra G115,Valtra,Finland,2025,115,115,120,510,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),43,4,43,2550,5140,9500,,,100 / 110,110,4 Rear + 2-4 Front,5100,3000,4.4,4,AGCO Power,Mechanical / Hydraulic option,200,Stage V,21,540 / 540E / 1000,540E|540|1000
valtra-g125-2025-au,TRUE,,AU,,,,,,,Valtra G125,Valtra,Finland,2025,125,125,130,540,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),43,4,43,2550,5140,9500,,,100 / 110,110,4 Rear + 2-4 Front,5100,3000,4.4,4,AGCO Power,Mechanical / Hydraulic option,200,Stage V,21,540 / 540E / 1000,540E|540|1000
valtra-g135-2025-au,TRUE,,AU,,,,,,,Valtra G135,Valtra,Finland,2025,135,135,145,560,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),43,4,43,2550,5140,9500,,,100 / 110,110,4 Rear + 2-4 Front,5100,3000,4.4,4,AGCO Power,Mechanical / Hydraulic option,200,Stage V,21,540 / 540E / 1000,540E|540|1000
valtra-n135-2021-au,TRUE,,AU,,,,,,,Valtra N135,Valtra,Finland,2021,135,135,145,620,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),53,4,53,2665,6500,11000,11000,,73 / 115 / 160 / 200,200,5 Rear + 2-4 Front,7800,3000,4.9,4,AGCO Power,Mechanical / Pneumatic option,235,Stage V,45,540 / 540E / 1000,540E|540|1000
valtra-n155e-2021-au,TRUE,,AU,,,,,,,Valtra N155e,Valtra,Finland,2021,155,155,165,700,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),53,4,53,2665,6500,11000,11000,,73 / 115 / 160 / 200,200,5 Rear + 2-4 Front,7800,3000,4.9,4,AGCO Power,Mechanical / Pneumatic option,235,Stage V,45,540 / 540E / 1000,540E|540|1000
valtra-n175-2021-au,TRUE,,AU,,,,,,,Valtra N175,Valtra,Finland,2021,165,165,201,800,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),53,4,53,2665,6500,11000,11000,,73 / 115 / 160 / 200,200,5 Rear + 2-4 Front,7800,3000,4.9,4,AGCO Power,Mechanical / Pneumatic option,235,Stage V,45,540 / 540E / 1000,540E|540|1000
valtra-t145-2021-au,TRUE,,AU,,,,,,,Valtra T145,Valtra,Finland,2021,155,155,170,680,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),57,6,57,2995,7300,13500,13500,13500,73 / 115 / 160 / 200,200,5 Rear + 2 Front,9500,5100,6.6,6,AGCO Power,Mechanical / Pneumatic option,380,Stage V,70,540 / 540E / 1000,540E|540|1000
valtra-t155-2021-au,TRUE,,AU,,,,,,,Valtra T155,Valtra,Finland,2021,165,165,180,740,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),57,6,57,2995,7300,13500,13500,13500,73 / 115 / 160 / 200,200,5 Rear + 2 Front,9500,5100,6.6,6,AGCO Power,Mechanical / Pneumatic option,380,Stage V,70,540 / 540E / 1000,540E|540|1000
valtra-t175e-2021-au,TRUE,,AU,,,,,,,Valtra T175e,Valtra,Finland,2021,175,175,190,900,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),57,6,57,2995,7300,13500,13500,13500,73 / 115 / 160 / 200,200,5 Rear + 2 Front,9500,5100,7.4,6,AGCO Power,Mechanical / Pneumatic option,380,Stage V,70,540 / 540E / 1000,540E|540|1000
valtra-t195-2021-au,TRUE,,AU,,,,,,,Valtra T195,Valtra,Finland,2021,195,195,210,870,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),57,6,57,2995,7300,13500,13500,13500,73 / 115 / 160 / 200,200,5 Rear + 2 Front,9500,5100,7.4,6,AGCO Power,Mechanical / Pneumatic option,380,Stage V,70,540 / 540E / 1000,540E|540|1000
valtra-t215-2021-au,TRUE,,AU,,,,,,,Valtra T215,Valtra,Finland,2021,215,215,230,910,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),57,6,57,2995,7300,13500,13500,13500,73 / 115 / 160 / 200,200,5 Rear + 2 Front,9500,5100,7.4,6,AGCO Power,Mechanical / Pneumatic option,380,Stage V,70,540 / 540E / 1000,540E|540|1000
valtra-t235-2021-au,TRUE,,AU,,,,,,,Valtra T235,Valtra,Finland,2021,235,235,250,1000,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),57,6,57,2995,7300,13500,13500,13500,73 / 115 / 160 / 200,200,5 Rear + 2 Front,9500,5100,7.4,6,AGCO Power,Mechanical / Pneumatic option,380,Stage V,70,540 / 540E / 1000,540E|540|1000
valtra-t255-2021-au,TRUE,,AU,,,,,,,Valtra T255,Valtra,Finland,2021,235,235,271,1000,Powershift / CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),57,6,57,2995,7300,13500,13500,13500,73 / 115 / 160 / 200,200,5 Rear + 2 Front,9500,5100,7.4,6,AGCO Power,Mechanical / Pneumatic option,380,Stage V,70,540 / 540E / 1000,540E|540|1000
valtra-s286-2023-au,TRUE,,AU,,,,,,,Valtra S286,Valtra,Finland,2023,280,280,310,1400,CVT,CVT / IVT / EVT,CVT / IVT / EVT,53,6,53,3092,12000,18000,16000,,205 / 400,400,6 Rear + 2 Front,12000,5800,8.4,6,AGCO Power,Mechanical / Pneumatic option,610,Stage V,70,540E / 1000 / 1000E,540E|540|1000E|1000
valtra-s316-2023-au,TRUE,,AU,,,,,,,Valtra S316,Valtra,Finland,2023,310,310,340,1500,CVT,CVT / IVT / EVT,CVT / IVT / EVT,53,6,53,3092,12000,18000,16000,,205 / 400,400,6 Rear + 2 Front,12000,5800,8.4,6,AGCO Power,Mechanical / Pneumatic option,610,Stage V,70,540E / 1000 / 1000E,540E|540|1000E|1000
valtra-s346-2023-au,TRUE,,AU,,,,,,,Valtra S346,Valtra,Finland,2023,340,340,370,1600,CVT,CVT / IVT / EVT,CVT / IVT / EVT,53,6,53,3092,12000,18000,16000,,205 / 400,400,6 Rear + 2 Front,12000,5800,8.4,6,AGCO Power,Mechanical / Pneumatic option,610,Stage V,70,540E / 1000 / 1000E,540E|540|1000E|1000
valtra-s376-2023-au,TRUE,,AU,,,,,,,Valtra S376,Valtra,Finland,2023,370,370,400,1700,CVT,CVT / IVT / EVT,CVT / IVT / EVT,53,6,53,3092,12000,18000,16000,,205 / 400,400,6 Rear + 2 Front,12000,5800,8.4,6,AGCO Power,Mechanical / Pneumatic option,610,Stage V,70,540E / 1000 / 1000E,540E|540|1000E|1000
valtra-s396-2023-au,TRUE,,AU,,,,,,,Valtra S396,Valtra,Finland,2023,400,400,420,1750,CVT,CVT / IVT / EVT,CVT / IVT / EVT,53,6,53,3092,12000,18000,16000,,205 / 400,400,6 Rear + 2 Front,12000,5800,8.4,6,AGCO Power,Mechanical / Pneumatic option,610,Stage V,70,540E / 1000 / 1000E,540E|540|1000E|1000
valtra-s416-2023-au,TRUE,,AU,,,,,,,Valtra S416,Valtra,Finland,2023,420,420,420,1750,CVT,CVT / IVT / EVT,CVT / IVT / EVT,53,6,53,3092,12000,18000,16000,,205 / 400,400,6 Rear + 2 Front,12000,5800,8.4,6,AGCO Power,Mechanical / Pneumatic option,610,Stage V,70,540E / 1000 / 1000E,540E|540|1000E|1000
